,STATE,FEC_ID,Candidate_Name,Candidate_Votes,Capped_Num_State_EC_Votes,UnCapped_Num_State_EC_Votes,Capped_EC_Standard,Capped_EC_NE_Candidate_Vote,Capped_EC_Full_Candidate_Vote,UnCapped_EC_Standard,UnCapped_EC_NE_Candidate_Vote,UnCapped_EC_Full_Candidate_Vote
22,Arizona,P80000268,Carter; Willie Felix,42,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Arizona,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",29,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Arizona,P60023322,In-Albon; Mitchell,24,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Arizona,P60018249,Maldonado; Joseph,20,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Arizona,P60005303,Fox; Cherunda,14,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Arizona,P20002630,"""""""Tittle; Sheila """"""""Samm""""""""""""""",12,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Arizona,n/a,Hartnell; Ben,11,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Arizona,n/a,Schoenke; Marshall,4,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Arizona,P60021631,Steinacker; Delano,4,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Arizona,n/a,Corsetti; Michael,3,11.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Arkansas,P80001571,Trump; Donald J.,684872,6.0,99.0,6.0,5.0,4.0,99.0,61.0,60.0
33,Arkansas,P00003392,Clinton; Hillary,380494,6.0,99.0,0.0,1.0,2.0,0.0,33.0,33.0
34,Arkansas,P20002671,Johnson; Gary,29949,6.0,99.0,0.0,0.0,0.0,0.0,3.0,3.0
35,Arkansas,P60022654,McMullin; Evan,13176,6.0,99.0,0.0,0.0,0.0,0.0,1.0,1.0
36,Arkansas,P20003984,Stein; Jill,9473,6.0,99.0,0.0,0.0,0.0,0.0,1.0,1.0
37,Arkansas,P60017340,Hedges; Jim,4709,6.0,99.0,0.0,0.0,0.0,0.0,0.0,1.0
38,Arkansas,P60021102,Castle; Darrell L.,4613,6.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Arkansas,P60005808,Kahn; Lynn S.,3390,6.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
40,California,P00003392,Clinton; Hillary,8753792,55.0,1246.0,55.0,35.0,34.0,1246.0,770.0,769.0
41,California,P80001571,Trump; Donald J.,4483814,55.0,1246.0,0.0,17.0,18.0,0.0,393.0,394.0
42,California,P20002671,Johnson; Gary,478500,55.0,1246.0,0.0,2.0,2.0,0.0,42.0,42.0
43,California,P20003984,Stein; Jill,278658,55.0,1246.0,0.0,1.0,1.0,0.0,24.0,25.0
44,California,P60007168,"""""""Sanders; Bernard """"""""Bernie""""""""""""""",79341,55.0,1246.0,0.0,0.0,0.0,0.0,7.0,7.0
45,California,P80005572,La Riva; Gloria Estela,66101,55.0,1246.0,0.0,0.0,0.0,0.0,6.0,6.0
46,California,P60022654,McMullin; Evan,39596,55.0,1246.0,0.0,0.0,0.0,0.0,4.0,3.0
47,California,P60022787,Maturen; Mike,1316,55.0,1246.0,0.0,0.0,0.0,0.0,0.0,0.0
48,California,P20004511,Kotlikoff; Laurence,402,55.0,1246.0,0.0,0.0,0.0,0.0,0.0,0.0
49,California,P20004677,White; Jerry,84,55.0,1246.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Colorado,P00003392,Clinton; Hillary,1338870,9.0,170.0,9.0,6.0,4.0,170.0,83.0,82.0
51,Colorado,P80001571,Trump; Donald J.,1202484,9.0,170.0,0.0,3.0,4.0,0.0,73.0,74.0
52,Colorado,P20002671,Johnson; Gary,144121,9.0,170.0,0.0,0.0,1.0,0.0,9.0,9.0
53,Colorado,P20003984,Stein; Jill,38437,9.0,170.0,0.0,0.0,0.0,0.0,2.0,2.0
54,Colorado,P60022654,McMullin; Evan,28917,9.0,170.0,0.0,0.0,0.0,0.0,2.0,2.0
55,Colorado,P60021102,Castle; Darrell L.,11699,9.0,170.0,0.0,0.0,0.0,0.0,1.0,1.0
56,Colorado,P60009917,Keniston; Chris,5028,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Colorado,P60016623,Smith; Mike,1819,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Colorado,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",1255,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Colorado,P60015419,Kopitke; Kyle Kenley,1096,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Colorado,P60018249,Maldonado; Joseph Allen,872,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Colorado,P60022787,Maturen; Michael A.,862,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Colorado,P60017035,Silva; Rod,751,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Colorado,n/a,Scott; Ryan Alan,749,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Colorado,P20005260,Hoefling; Tom,710,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Colorado,P80005572,La Riva; Gloria Estela,531,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Colorado,P80005473,Kennedy; Alyson,452,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Colorado,P20004511,Kotlikoff; Laurence,392,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Colorado,P60023504,Lyttle; Bradford,382,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Colorado,P60023496,Atwood; Frank,337,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Colorado,P60018017,Soltysik; Emidio,271,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Colorado,P60017340,Hedges; James,185,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Colorado,n/a,Perry; David,11,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Colorado,n/a,Sterner; Corey,6,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Colorado,P60020617,Perry; Brian Anthony,4,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Colorado,n/a,Lohmiller; Bruce,3,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Colorado,P60005303,Fox; Cherunda,2,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Colorado,n/a,Nieman; Thomas J.,1,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Connecticut,P00003392,Clinton; Hillary,897572,7.0,121.0,7.0,5.0,4.0,121.0,67.0,66.0
79,Connecticut,P80001571,Trump; Donald J.,673215,7.0,121.0,0.0,2.0,3.0,0.0,49.0,49.0
80,Connecticut,P20002671,Johnson; Gary,48676,7.0,121.0,0.0,0.0,0.0,0.0,3.0,4.0
81,Connecticut,P20003984,Stein; Jill,22841,7.0,121.0,0.0,0.0,0.0,0.0,2.0,2.0
82,Connecticut,P60022654,McMullin; Evan,2108,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Connecticut,P60021102,Castle; Darrell L.,147,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Connecticut,n/a,Cooper; Jeffrey A.,57,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Connecticut,n/a,Evans; Ronald,44,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Connecticut,P60015351,Basiago; Andrew D.,42,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Connecticut,P80005572,La Riva; Gloria,41,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Connecticut,P20005260,Hoefling; Tom,31,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Connecticut,P20004511,Kotlikoff; Laurence,23,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Connecticut,P60020757,Buchanan; Robert L.,19,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Connecticut,n/a,Wu; Jeffrey Anthony,18,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Connecticut,n/a,Schoenke; Marshall,15,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Connecticut,P60006673,Deame; Kevin,13,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Connecticut,n/a,Blumenthal; Paul E.,12,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Connecticut,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",12,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Connecticut,P60016623,Smith; Mike,12,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Connecticut,n/a,Klojzy; Jeffrey John; Jr.,6,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Connecticut,n/a,Cummings; Darryl,5,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Connecticut,P60018249,Maldonado; Joseph,4,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Connecticut,P60012960,Skewes; Peter,4,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Connecticut,P60005303,Fox; Cherunda,3,7.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Delaware,P00003392,Clinton; Hillary,235603,3.0,32.0,3.0,3.0,2.0,32.0,18.0,17.0
103,Delaware,P80001571,Trump; Donald J.,185127,3.0,32.0,0.0,0.0,1.0,0.0,13.0,13.0
104,Delaware,P20002671,Johnson; Gary,14757,3.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0
105,Delaware,P20003984,Stein; Jill,6103,3.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0
106,Delaware,n/a,Other,1407,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Delaware,P60022654,McMullin; Evan,706,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Delaware,P60021102,Castle; Darrell L.,74,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Delaware,P20005260,Hoefling; Thomas Conrad,7,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Delaware,P60020757,Buchanan; Robert L.,4,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Delaware,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",3,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Delaware,n/a,Hartnell; Benjamin,3,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Delaware,P80005572,LaRiva; Gloria,3,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Delaware,n/a,Limbaugh; David,3,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Delaware,P60016623,Smith; Mike,3,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Delaware,n/a,Scott; Ryan Alan,2,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Delaware,P20004677,White; Jerry,2,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Delaware,n/a,Duncan; Richard,1,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Delaware,P60005808,Kahn; Lynn,1,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Delaware,P80004989,Locke; Star,1,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Delaware,P60018249,Maldonado; Joseph A.,1,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Delaware,P60004868,Perry; Darryl W.,1,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Delaware,P60020963,Sood; Ajay,1,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Delaware,n/a,Stout; Matthew Water,1,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
125,District of Columbia,P00003392,Clinton; Hillary,282830,3.0,20.0,3.0,3.0,3.0,20.0,18.0,18.0
126,District of Columbia,P80001571,Trump; Donald J.,12723,3.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
127,District of Columbia,n/a,Scattered,6551,3.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
128,District of Columbia,P20002671,Johnson; Gary,4906,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
129,District of Columbia,P20003984,Stein; Jill,4258,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Florida,P80001571,Trump; Donald J.,4617886,29.0,632.0,29.0,15.0,14.0,632.0,311.0,310.0
131,Florida,P00003392,Clinton; Hillary,4504975,29.0,632.0,0.0,13.0,14.0,0.0,301.0,302.0
132,Florida,P20002671,Johnson; Gary,207043,29.0,632.0,0.0,1.0,1.0,0.0,14.0,14.0
133,Florida,P20003984,Stein; Jill,64399,29.0,632.0,0.0,0.0,0.0,0.0,4.0,4.0
134,Florida,P60021102,Castle; Darrell L.,16475,29.0,632.0,0.0,0.0,0.0,0.0,1.0,1.0
135,Florida,P60016342,De La Fuente; Roque (Rocky),9108,29.0,632.0,0.0,0.0,0.0,0.0,1.0,1.0
136,Florida,P20004511,Kotlikoff; Laurence J.,74,29.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Florida,n/a,Duncan; Richard,25,29.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Florida,P60015351,Basiago; Andrew D.,24,29.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Florida,P60008190,Gyurko; Zoltan Istvan,19,29.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Florida,n/a,"""""""Valdivia; Anthony """"""""Tony"""""""" Joseph""""""",9,29.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Florida,P60005303,Fox; Cherunda,2,29.0,632.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Georgia,P80001571,Trump; Donald J.,2089104,16.0,326.0,16.0,9.0,8.0,326.0,166.0,165.0
143,Georgia,P00003392,Clinton; Hillary,1877963,16.0,326.0,0.0,6.0,7.0,0.0,148.0,149.0
144,Georgia,P20002671,Johnson; Gary,125306,16.0,326.0,0.0,1.0,1.0,0.0,10.0,10.0
145,Georgia,P60022654,McMullin; Evan,13017,16.0,326.0,0.0,0.0,0.0,0.0,1.0,1.0
146,Georgia,P20003984,Stein; Jill,7674,16.0,326.0,0.0,0.0,0.0,0.0,1.0,1.0
147,Georgia,P60021102,Castle; Darrell,1110,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Georgia,P60022787,Maturen; Mike,151,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Georgia,P60005303,Fox; Cherunda,78,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Georgia,P20005260,Hoefling; Thomas,70,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Georgia,P60016623,Smith; Michael L.,53,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Georgia,P20004511,Kotlikoff; Laurence,34,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Georgia,n/a,Wilson; Sandra,32,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Georgia,P60020757,Buchanan; Robert,31,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Georgia,n/a,Muhammad; Ricky,30,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Georgia,P60023207,Cubbler; Scott,24,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Georgia,n/a,Collins; Loren,22,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Georgia,P80003643,Elliott; Claire Elisabeth,15,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Georgia,n/a,Byrne; David C.,8,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Georgia,n/a,Allen; Stephen L.,5,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Georgia,n/a,Urbach; Marc,5,16.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Hawaii,P00003392,Clinton; Hillary,266891,4.0,47.0,4.0,3.0,3.0,47.0,30.0,29.0
163,Hawaii,P80001571,Trump; Donald J.,128847,4.0,47.0,0.0,1.0,1.0,0.0,14.0,14.0
164,Hawaii,P20002671,Johnson; Gary,15954,4.0,47.0,0.0,0.0,0.0,0.0,2.0,2.0
165,Hawaii,P20003984,Stein; Jill,12737,4.0,47.0,0.0,0.0,0.0,0.0,1.0,1.0
166,Hawaii,P60021102,Castle; Darrell L.,4508,4.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0
167,Idaho,P80001571,Trump; Donald J.,409055,4.0,54.0,4.0,3.0,3.0,54.0,33.0,32.0
168,Idaho,P00003392,Clinton; Hillary Rodham,189765,4.0,54.0,0.0,1.0,1.0,0.0,14.0,15.0
169,Idaho,P60022654,McMullin; Evan,46476,4.0,54.0,0.0,0.0,0.0,0.0,4.0,4.0
170,Idaho,P20002671,Johnson; Gary,28331,4.0,54.0,0.0,0.0,0.0,0.0,2.0,2.0
171,Idaho,P20003984,Stein; Jill,8496,4.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0
172,Idaho,P60021102,Castle; Darrell L.,4403,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Idaho,P60007457,Copeland; Scott,2356,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Idaho,P60016342,De La Fuente; Rocky,1373,4.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Illinois,P00003392,Clinton; Hillary Rodham,3090729,20.0,430.0,20.0,12.0,11.0,430.0,241.0,240.0
176,Illinois,P80001571,Trump; Donald J.,2146015,20.0,430.0,0.0,7.0,8.0,0.0,166.0,167.0
177,Illinois,P20002671,Johnson; Gary,209596,20.0,430.0,0.0,1.0,1.0,0.0,16.0,16.0
178,Illinois,P20003984,Stein; Jill,76802,20.0,430.0,0.0,0.0,0.0,0.0,6.0,6.0
179,Illinois,P60022654,McMullin; Evan,11655,20.0,430.0,0.0,0.0,0.0,0.0,1.0,1.0
180,Illinois,P60021102,Castle; Darrell,1138,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Illinois,P20005260,Hoefling; Tom,175,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Illinois,P20004511,Kotlikoff; Laurence,82,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Illinois,n/a,Anderson; James,61,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Illinois,n/a,Seeberg; Phillip,27,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Illinois,n/a,Schoenke; Marshall Roy,25,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Illinois,n/a,McKee; Kevin,24,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Illinois,P60018249,Maldonado; Joseph A.,20,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Illinois,P60023686,Breivogel; Joann,12,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Illinois,P60019114,Morris; Laio,10,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Illinois,n/a,Stack; David G.,10,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Illinois,n/a,Roberts; Matthew,8,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Illinois,n/a,Lee; Jonathan,7,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Illinois,n/a,Hartnell; Ben,6,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Illinois,n/a,Brumfield; Author C.,5,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Illinois,n/a,Smith; Duff Cooper,4,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Illinois,P60005303,Fox; Cherunda,3,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Illinois,n/a,Meluch; Timothy B.,3,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Illinois,n/a,Tyree; Roy Wayne,3,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Illinois,n/a,Harper; Mark J.,1,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Illinois,n/a,Johnson; Nathan,1,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Illinois,n/a,Struck; James T.,1,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Illinois,P60020484,Wysinger; Dem J.,1,20.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Indiana,P80001571,Trump; Donald J.,1557286,11.0,218.0,11.0,7.0,6.0,218.0,125.0,124.0
204,Indiana,P00003392,Clinton; Hillary,1033126,11.0,218.0,0.0,3.0,4.0,0.0,82.0,82.0
205,Indiana,P20002671,Johnson; Gary,133993,11.0,218.0,0.0,1.0,1.0,0.0,10.0,11.0
206,Indiana,P20003984,Stein; Jill,7841,11.0,218.0,0.0,0.0,0.0,0.0,1.0,1.0
207,Indiana,P60021102,Castle; Darrell L.,1937,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Indiana,P20005260,Hoefling; Tom,269,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Indiana,n/a,Roberts; Matthew,148,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Indiana,n/a,Jackson; Denny Carroll,121,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Indiana,P60018017,Soltysik; Emidio,57,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Indiana,P20004511,Kotlikoff; Laurence,49,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Indiana,n/a,Kelly; Melissa L.,44,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Indiana,n/a,Duncan; Richard,25,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Indiana,n/a,Mullis; Richard G.,22,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Indiana,P60016342,De La Fuente; Roque,21,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Indiana,n/a,Brown; Ray C.,11,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Indiana,P60018249,Maldonado; Joseph,7,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Indiana,P60005303,Fox; Cherunda,1,11.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Iowa,P80001571,Trump; Donald J.,800983,6.0,103.0,6.0,4.0,3.0,103.0,54.0,53.0
221,Iowa,P00003392,Clinton; Hillary,653669,6.0,103.0,0.0,2.0,3.0,0.0,42.0,43.0
222,Iowa,P20002671,Johnson; Gary,59186,6.0,103.0,0.0,0.0,0.0,0.0,4.0,4.0
223,Iowa,n/a,Scattered,17746,6.0,103.0,0.0,0.0,0.0,0.0,1.0,1.0
224,Iowa,P60022654,McMullin; Evan,12366,6.0,103.0,0.0,0.0,0.0,0.0,1.0,1.0
225,Iowa,P20003984,Stein; Jill,11479,6.0,103.0,0.0,0.0,0.0,0.0,1.0,1.0
226,Iowa,P60021102,Castle; Darrell L.,5335,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Iowa,P60005808,Kahn; Lynn,2247,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Iowa,n/a,Vacek; Dan R.,2246,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Iowa,P60016342,De La Fuente; Rocky Roque,451,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Iowa,P80005572,La Riva; Gloria,323,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
231,Kansas,P80001571,Trump; Donald J.,671018,6.0,97.0,6.0,4.0,4.0,97.0,56.0,55.0
232,Kansas,P00003392,Clinton; Hillary Rodham,427005,6.0,97.0,0.0,2.0,2.0,0.0,34.0,35.0
233,Kansas,P20002671,Johnson; Gary,55406,6.0,97.0,0.0,0.0,0.0,0.0,4.0,5.0
234,Kansas,P20003984,Stein; Jill,23506,6.0,97.0,0.0,0.0,0.0,0.0,2.0,2.0
235,Kansas,P60022654,McMullin; Evan,6520,6.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0
236,Kansas,P60021102,Castle; Darrell L.,646,6.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Kansas,P60022787,Maturen; Michael A.,214,6.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Kansas,P20005260,Hoefling; Tom,45,6.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
