,STATE,FEC_ID,Candidate_Name,Candidate_Votes,Apportionment_pop,Num_Reps_Capped,State_Vote_Total,CapEC_NE_VotePop,CapEC_NE_CanVotes,CapEC_NE_CanRemainder,CapEC_Full_VotePop,CapEC_Full_CanVotes,CapEC_Full_CanRemainder,Num_Reps_Uncapped,UnCapEC_NE_VotePop,UnCapEC_NE_CanVotes,UnCapEC_NE_CanRemainder,UnCapEC_Full_VotePop,UnCapEC_Full_CanVotes,UnCapEC_Full_CanRemainder
50,Colorado,n/a,Hammons; Bill,2730,5044930.0,7.0,3256980,465282.85714285716,0.0,2730.0,361886.6666666667,0.0,2730.0,168.0,19386.785714285714,0.0,2730.0,19158.70588235294,0.0,2730.0
51,Colorado,P00013771,Carroll; Brian,2515,5044930.0,7.0,3256980,465282.85714285716,0.0,2515.0,361886.6666666667,0.0,2515.0,168.0,19386.785714285714,0.0,2515.0,19158.70588235294,0.0,2515.0
52,Colorado,P00012039,Charles; Mark,2011,5044930.0,7.0,3256980,465282.85714285716,0.0,2011.0,361886.6666666667,0.0,2011.0,168.0,19386.785714285714,0.0,2011.0,19158.70588235294,0.0,2011.0
53,Colorado,P80005572,La Riva; Gloria,1035,5044930.0,7.0,3256980,465282.85714285716,0.0,1035.0,361886.6666666667,0.0,1035.0,168.0,19386.785714285714,0.0,1035.0,19158.70588235294,0.0,1035.0
54,Colorado,P60015419,Kopitke; Kyle Kenley,762,5044930.0,7.0,3256980,465282.85714285716,0.0,762.0,361886.6666666667,0.0,762.0,168.0,19386.785714285714,0.0,762.0,19158.70588235294,0.0,762.0
55,Colorado,P60016342,"""De La Fuente; Roque """"Rocky""""""",636,5044930.0,7.0,3256980,465282.85714285716,0.0,636.0,361886.6666666667,0.0,636.0,168.0,19386.785714285714,0.0,636.0,19158.70588235294,0.0,636.0
56,Colorado,P00013326,McHugh; Joe,614,5044930.0,7.0,3256980,465282.85714285716,0.0,614.0,361886.6666666667,0.0,614.0,168.0,19386.785714285714,0.0,614.0,19158.70588235294,0.0,614.0
57,Colorado,P00016550,Pierce; Brock,572,5044930.0,7.0,3256980,465282.85714285716,0.0,572.0,361886.6666666667,0.0,572.0,168.0,19386.785714285714,0.0,572.0,19158.70588235294,0.0,572.0
58,Colorado,P00014522,Collins; Phil,568,5044930.0,7.0,3256980,465282.85714285716,0.0,568.0,361886.6666666667,0.0,568.0,168.0,19386.785714285714,0.0,568.0,19158.70588235294,0.0,568.0
59,Colorado,P20004768,Jacob-Fambro; Princess Khadijah Maryam,495,5044930.0,7.0,3256980,465282.85714285716,0.0,495.0,361886.6666666667,0.0,495.0,168.0,19386.785714285714,0.0,495.0,19158.70588235294,0.0,495.0
60,Colorado,P00010124,Hunter; Dario,379,5044930.0,7.0,3256980,465282.85714285716,0.0,379.0,361886.6666666667,0.0,379.0,168.0,19386.785714285714,0.0,379.0,19158.70588235294,0.0,379.0
61,Colorado,n/a,Huber; Blake,355,5044930.0,7.0,3256980,465282.85714285716,0.0,355.0,361886.6666666667,0.0,355.0,168.0,19386.785714285714,0.0,355.0,19158.70588235294,0.0,355.0
62,Colorado,P80005473,Kennedy; Alyson,354,5044930.0,7.0,3256980,465282.85714285716,0.0,354.0,361886.6666666667,0.0,354.0,168.0,19386.785714285714,0.0,354.0,19158.70588235294,0.0,354.0
63,Colorado,P00015230,Kishore; Joseph,196,5044930.0,7.0,3256980,465282.85714285716,0.0,196.0,361886.6666666667,0.0,196.0,168.0,19386.785714285714,0.0,196.0,19158.70588235294,0.0,196.0
64,Colorado,P00010439,"""Scott; Jordan """"Cancer""""""",175,5044930.0,7.0,3256980,465282.85714285716,0.0,175.0,361886.6666666667,0.0,175.0,168.0,19386.785714285714,0.0,175.0,19158.70588235294,0.0,175.0
65,Colorado,P20005260,Hoefling; Tom,24,5044930.0,7.0,3256980,465282.85714285716,0.0,24.0,361886.6666666667,0.0,24.0,168.0,19386.785714285714,0.0,24.0,19158.70588235294,0.0,24.0
66,Colorado,n/a,Cella; Todd,4,5044930.0,7.0,3256980,465282.85714285716,0.0,4.0,361886.6666666667,0.0,4.0,168.0,19386.785714285714,0.0,4.0,19158.70588235294,0.0,4.0
67,Connecticut,P80000722,Biden; Joseph R.; Jr.,1080831,3581628.0,5.0,1823857,364771.4,2.0,351288.19999999995,260551.0,4.0,38627.0,119.0,15326.529411764706,70.0,7973.941176470558,15073.198347107438,71.0,10633.91735537189
68,Connecticut,P80001571,Trump; Donald J.,714717,3581628.0,5.0,1823857,364771.4,1.0,349945.6,260551.0,2.0,193615.0,119.0,15326.529411764706,46.0,9696.64705882351,15073.198347107438,47.0,6276.677685950406
69,Connecticut,P00013524,Jorgensen; Jo,20230,3581628.0,5.0,1823857,364771.4,0.0,20230.0,260551.0,0.0,20230.0,119.0,15326.529411764706,1.0,4903.470588235294,15073.198347107438,1.0,5156.801652892562
70,Connecticut,P00012211,Hawkins; Howie,7538,3581628.0,5.0,1823857,364771.4,0.0,7538.0,260551.0,0.0,7538.0,119.0,15326.529411764706,0.0,7538.0,15073.198347107438,0.0,7538.0
71,Connecticut,P00016741,West; Kanye,255,3581628.0,5.0,1823857,364771.4,0.0,255.0,260551.0,0.0,255.0,119.0,15326.529411764706,0.0,255.0,15073.198347107438,0.0,255.0
72,Connecticut,P00013771,Carroll; Brian,219,3581628.0,5.0,1823857,364771.4,0.0,219.0,260551.0,0.0,219.0,119.0,15326.529411764706,0.0,219.0,15073.198347107438,0.0,219.0
73,Connecticut,P00015537,Simmons; Jade,22,3581628.0,5.0,1823857,364771.4,0.0,22.0,260551.0,0.0,22.0,119.0,15326.529411764706,0.0,22.0,15073.198347107438,0.0,22.0
74,Connecticut,P60016342,"""De La Fuente; Roque """"Rocky""""""",13,3581628.0,5.0,1823857,364771.4,0.0,13.0,260551.0,0.0,13.0,119.0,15326.529411764706,0.0,13.0,15073.198347107438,0.0,13.0
75,Connecticut,P00011189,Howard; Shawn,12,3581628.0,5.0,1823857,364771.4,0.0,12.0,260551.0,0.0,12.0,119.0,15326.529411764706,0.0,12.0,15073.198347107438,0.0,12.0
76,Connecticut,P00012039,Charles; Mark,11,3581628.0,5.0,1823857,364771.4,0.0,11.0,260551.0,0.0,11.0,119.0,15326.529411764706,0.0,11.0,15073.198347107438,0.0,11.0
77,Connecticut,P00007864,Wells; Kasey,6,3581628.0,5.0,1823857,364771.4,0.0,6.0,260551.0,0.0,6.0,119.0,15326.529411764706,0.0,6.0,15073.198347107438,0.0,6.0
78,Connecticut,n/a,Simmons; Mary Ruth Caro,2,3581628.0,5.0,1823857,364771.4,0.0,2.0,260551.0,0.0,2.0,119.0,15326.529411764706,0.0,2.0,15073.198347107438,0.0,2.0
79,Connecticut,n/a,Weinstein; Karynn,1,3581628.0,5.0,1823857,364771.4,0.0,1.0,260551.0,0.0,1.0,119.0,15326.529411764706,0.0,1.0,15073.198347107438,0.0,1.0
80,Delaware,P80000722,Biden; Joseph R.; Jr.,296268,900877.0,1.0,504346,504346.0,0.0,296268.0,168115.33333333334,1.0,128152.66666666666,30.0,16811.533333333333,17.0,10471.933333333342,15760.8125,18.0,12573.375
81,Delaware,P80001571,Trump; Donald J.,200603,900877.0,1.0,504346,504346.0,0.0,200603.0,168115.33333333334,1.0,32487.666666666657,30.0,16811.533333333333,11.0,15676.133333333339,15760.8125,12.0,11473.25
82,Delaware,P00013524,Jorgensen; Jo,5000,900877.0,1.0,504346,504346.0,0.0,5000.0,168115.33333333334,0.0,5000.0,30.0,16811.533333333333,0.0,5000.0,15760.8125,0.0,5000.0
83,Delaware,P00012211,Hawkins; Howie,2139,900877.0,1.0,504346,504346.0,0.0,2139.0,168115.33333333334,0.0,2139.0,30.0,16811.533333333333,0.0,2139.0,15760.8125,0.0,2139.0
84,Delaware,P00016741,West; Kanye,169,900877.0,1.0,504346,504346.0,0.0,169.0,168115.33333333334,0.0,169.0,30.0,16811.533333333333,0.0,169.0,15760.8125,0.0,169.0
85,Delaware,P00013771,Carroll; Brian,87,900877.0,1.0,504346,504346.0,0.0,87.0,168115.33333333334,0.0,87.0,30.0,16811.533333333333,0.0,87.0,15760.8125,0.0,87.0
86,Delaware,P00015537,Simmons; Jade,28,900877.0,1.0,504346,504346.0,0.0,28.0,168115.33333333334,0.0,28.0,30.0,16811.533333333333,0.0,28.0,15760.8125,0.0,28.0
87,Delaware,P80005572,La Riva; Gloria,14,900877.0,1.0,504346,504346.0,0.0,14.0,168115.33333333334,0.0,14.0,30.0,16811.533333333333,0.0,14.0,15760.8125,0.0,14.0
88,Delaware,P00012039,Charles; Mark,8,900877.0,1.0,504346,504346.0,0.0,8.0,168115.33333333334,0.0,8.0,30.0,16811.533333333333,0.0,8.0,15760.8125,0.0,8.0
89,Delaware,P00012799,Bellar; Barbara,7,900877.0,1.0,504346,504346.0,0.0,7.0,168115.33333333334,0.0,7.0,30.0,16811.533333333333,0.0,7.0,15760.8125,0.0,7.0
90,Delaware,P00016550,Pierce; Brock,5,900877.0,1.0,504346,504346.0,0.0,5.0,168115.33333333334,0.0,5.0,30.0,16811.533333333333,0.0,5.0,15760.8125,0.0,5.0
91,Delaware,P00011189,Howard; Shawn,4,900877.0,1.0,504346,504346.0,0.0,4.0,168115.33333333334,0.0,4.0,30.0,16811.533333333333,0.0,4.0,15760.8125,0.0,4.0
92,Delaware,n/a,Ball; Dennis Andrew,3,900877.0,1.0,504346,504346.0,0.0,3.0,168115.33333333334,0.0,3.0,30.0,16811.533333333333,0.0,3.0,15760.8125,0.0,3.0
93,Delaware,n/a,Cella; Todd,2,900877.0,1.0,504346,504346.0,0.0,2.0,168115.33333333334,0.0,2.0,30.0,16811.533333333333,0.0,2.0,15760.8125,0.0,2.0
94,Delaware,P20004768,Jacob-Fambro; Princess Khadijah Maryam,2,900877.0,1.0,504346,504346.0,0.0,2.0,168115.33333333334,0.0,2.0,30.0,16811.533333333333,0.0,2.0,15760.8125,0.0,2.0
95,Delaware,n/a,Williams; Mitchell,2,900877.0,1.0,504346,504346.0,0.0,2.0,168115.33333333334,0.0,2.0,30.0,16811.533333333333,0.0,2.0,15760.8125,0.0,2.0
96,Delaware,P00017202,Boddie; President,1,900877.0,1.0,504346,504346.0,0.0,1.0,168115.33333333334,0.0,1.0,30.0,16811.533333333333,0.0,1.0,15760.8125,0.0,1.0
97,Delaware,n/a,Gibson; Kathryn,1,900877.0,1.0,504346,504346.0,0.0,1.0,168115.33333333334,0.0,1.0,30.0,16811.533333333333,0.0,1.0,15760.8125,0.0,1.0
98,Delaware,P20005260,Hoefling; Tom,1,900877.0,1.0,504346,504346.0,0.0,1.0,168115.33333333334,0.0,1.0,30.0,16811.533333333333,0.0,1.0,15760.8125,0.0,1.0
99,Delaware,P00005207,Rouse; Deborah,1,900877.0,1.0,504346,504346.0,0.0,1.0,168115.33333333334,0.0,1.0,30.0,16811.533333333333,0.0,1.0,15760.8125,0.0,1.0
100,Delaware,P00007864,Wells; Kasey,1,900877.0,1.0,504346,504346.0,0.0,1.0,168115.33333333334,0.0,1.0,30.0,16811.533333333333,0.0,1.0,15760.8125,0.0,1.0
101,District of Columbia,P80000722,Biden; Joseph R.,317323,,1.0,344356,344356.0,0.0,317323.0,114785.33333333333,2.0,87752.33333333334,18.0,19130.88888888889,16.0,11228.777777777752,17217.8,18.0,7402.600000000013
102,District of Columbia,P80001571,Trump; Donald J.,18586,,1.0,344356,344356.0,0.0,18586.0,114785.33333333333,0.0,18586.0,18.0,19130.88888888889,0.0,18586.0,17217.8,1.0,1368.2000000000007
103,District of Columbia,n/a,Scattered,3137,,1.0,344356,344356.0,0.0,3137.0,114785.33333333333,0.0,3137.0,18.0,19130.88888888889,0.0,3137.0,17217.8,0.0,3137.0
104,District of Columbia,P00013524,Jorgensen; Jo,2036,,1.0,344356,344356.0,0.0,2036.0,114785.33333333333,0.0,2036.0,18.0,19130.88888888889,0.0,2036.0,17217.8,0.0,2036.0
105,District of Columbia,P00012211,Hawkins; Howie,1726,,1.0,344356,344356.0,0.0,1726.0,114785.33333333333,0.0,1726.0,18.0,19130.88888888889,0.0,1726.0,17217.8,0.0,1726.0
106,District of Columbia,P80005572,La Riva; Gloria,855,,1.0,344356,344356.0,0.0,855.0,114785.33333333333,0.0,855.0,18.0,19130.88888888889,0.0,855.0,17217.8,0.0,855.0
107,District of Columbia,P00016550,Pierce; Brock,693,,1.0,344356,344356.0,0.0,693.0,114785.33333333333,0.0,693.0,18.0,19130.88888888889,0.0,693.0,17217.8,0.0,693.0
108,Florida,P80001571,Trump; Donald J.,5668731,18900773.0,27.0,11067456,409905.77777777775,13.0,339955.8888888892,381636.4137931034,14.0,325821.2068965521,630.0,17567.390476190478,322.0,12031.266666666153,17511.79746835443,323.0,12420.417721518868
109,Florida,P80000722,Biden; Joseph R.; Jr.,5297045,18900773.0,27.0,11067456,409905.77777777775,12.0,378175.666666667,381636.4137931034,13.0,335771.62068965554,630.0,17567.390476190478,301.0,9260.466666666187,17511.79746835443,302.0,8482.164556961914
110,Florida,P00013524,Jorgensen; Jo,70324,18900773.0,27.0,11067456,409905.77777777775,0.0,70324.0,381636.4137931034,0.0,70324.0,630.0,17567.390476190478,4.0,54.43809523808886,17511.79746835443,4.0,276.810126582277
111,Florida,P00012211,Hawkins; Howie,14721,18900773.0,27.0,11067456,409905.77777777775,0.0,14721.0,381636.4137931034,0.0,14721.0,630.0,17567.390476190478,0.0,14721.0,17511.79746835443,0.0,14721.0
112,Florida,P60016342,"""De La Fuente; Roque """"Rocky""""""",5966,18900773.0,27.0,11067456,409905.77777777775,0.0,5966.0,381636.4137931034,0.0,5966.0,630.0,17567.390476190478,0.0,5966.0,17511.79746835443,0.0,5966.0
113,Florida,P80005572,La Riva; Gloria,5712,18900773.0,27.0,11067456,409905.77777777775,0.0,5712.0,381636.4137931034,0.0,5712.0,630.0,17567.390476190478,0.0,5712.0,17511.79746835443,0.0,5712.0
114,Florida,P00014209,Blankenship; Don,3902,18900773.0,27.0,11067456,409905.77777777775,0.0,3902.0,381636.4137931034,0.0,3902.0,630.0,17567.390476190478,0.0,3902.0,17511.79746835443,0.0,3902.0
115,Florida,P00013771,Carroll; Brian,854,18900773.0,27.0,11067456,409905.77777777775,0.0,854.0,381636.4137931034,0.0,854.0,630.0,17567.390476190478,0.0,854.0,17511.79746835443,0.0,854.0
116,Florida,P00015537,Simmons; Jade,181,18900773.0,27.0,11067456,409905.77777777775,0.0,181.0,381636.4137931034,0.0,181.0,630.0,17567.390476190478,0.0,181.0,17511.79746835443,0.0,181.0
117,Florida,P00011189,Howard; Shawn,9,18900773.0,27.0,11067456,409905.77777777775,0.0,9.0,381636.4137931034,0.0,9.0,630.0,17567.390476190478,0.0,9.0,17511.79746835443,0.0,9.0
118,Florida,P00007864,Wells; Kasey,8,18900773.0,27.0,11067456,409905.77777777775,0.0,8.0,381636.4137931034,0.0,8.0,630.0,17567.390476190478,0.0,8.0,17511.79746835443,0.0,8.0
119,Florida,P00008987,Walls-Windhauser; Angela Marie,2,18900773.0,27.0,11067456,409905.77777777775,0.0,2.0,381636.4137931034,0.0,2.0,630.0,17567.390476190478,0.0,2.0,17511.79746835443,0.0,2.0
120,Florida,P00017293,Laboch; Michael A.,1,18900773.0,27.0,11067456,409905.77777777775,0.0,1.0,381636.4137931034,0.0,1.0,630.0,17567.390476190478,0.0,1.0,17511.79746835443,0.0,1.0
121,Georgia,P80000722,Biden; Joseph R.,2473633,9727566.0,14.0,4999960,357140.0,6.0,330793.0,312497.5,7.0,286150.5,324.0,15431.975308641975,160.0,4516.95061728399,15337.300613496933,161.0,4327.601226993822
122,Georgia,P80001571,Trump; Donald J.,2461854,9727566.0,14.0,4999960,357140.0,6.0,319014.0,312497.5,7.0,274371.5,324.0,15431.975308641975,159.0,8169.925925925965,15337.300613496933,160.0,7885.901840490755
123,Georgia,P00013524,Jorgensen; Jo,62229,9727566.0,14.0,4999960,357140.0,0.0,62229.0,312497.5,0.0,62229.0,324.0,15431.975308641975,4.0,501.09876543209975,15337.300613496933,4.0,879.7975460122689
