,STATE,FEC_ID,Candidate_Name,Capped_Num_State_EC_Votes,UnCapped_Num_State_EC_Votes,Capped_EC_Standard,Capped_EC_NE_Candidate_Vote,Capped_EC_Full_Candidate_Vote,UnCapped_EC_Standard,UnCapped_EC_NE_Candidate_Vote,UnCapped_EC_Full_Candidate_Vote
500,New York,P80005572,La Riva; Gloria,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
501,New York,P20005260,Hoefling; Tom,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
502,New York,P60009917,Keniston; Chris,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
503,New York,P60017852,Roberts; Clifton,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
504,New York,n/a,Mutford; Jason,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
505,New York,P60008190,Gyurko; Zoltan Istvan,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
506,New York,P60005808,Kahn; Lynn,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
507,New York,P60004405,Moorehead; Monica,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
508,New York,P60020757,Buchanan; Robert L.,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
509,New York,n/a,Hartnell; Ben,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
510,New York,P60018017,Soltysik; Emidio,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
511,New York,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
512,New York,n/a,Cohen; Ariel,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
513,New York,n/a,Connolly; William J.,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
514,New York,P80000268,Carter; Willie,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
515,New York,n/a,Mackler; Jeffrey,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
516,New York,n/a,Asherie; Neer R.,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
517,New York,n/a,Ingbar; Michael Frederick,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
518,New York,n/a,Fried; Jason,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
519,New York,P60023074,Canns; Gary S.,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
520,New York,n/a,Wolff; Robert M.,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
521,New York,n/a,Valdivia; Tony,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
522,New York,n/a,Schoenke; Marshall,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
523,New York,n/a,Scott; Ryan Alan,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
524,New York,n/a,Blickley; Mark,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
525,New York,n/a,Welsh; Esther,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
526,New York,n/a,Whitaker; Barbara,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
527,North Carolina,P80001571,Trump; Donald J.,15.0,320.0,15.0,9.0,8.0,320.0,160.0,159.0
528,North Carolina,P00003392,Clinton; Hillary,15.0,320.0,0.0,6.0,7.0,0.0,147.0,148.0
529,North Carolina,P20002671,Johnson; Gary,15.0,320.0,0.0,0.0,0.0,0.0,9.0,9.0
530,North Carolina,n/a,Scattered,15.0,320.0,0.0,0.0,0.0,0.0,3.0,3.0
531,North Carolina,P20003984,Stein; Jill,15.0,320.0,0.0,0.0,0.0,0.0,1.0,1.0
532,North Dakota,P80001571,Trump; Donald J.,3.0,24.0,3.0,3.0,2.0,24.0,16.0,15.0
533,North Dakota,P00003392,Clinton; Hillary,3.0,24.0,0.0,0.0,1.0,0.0,6.0,7.0
534,North Dakota,P20002671,Johnson; Gary,3.0,24.0,0.0,0.0,0.0,0.0,1.0,2.0
535,North Dakota,n/a,Scattered,3.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0
536,North Dakota,P20003984,Stein; Jill,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
537,North Dakota,P60021102,Castle; Darrell,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
538,North Dakota,P60016342,De La Fuente; Rocky Roque,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Ohio,P80001571,Trump; Donald J.,18.0,387.0,18.0,10.0,9.0,387.0,201.0,200.0
540,Ohio,P00003392,Clinton; Hillary,18.0,387.0,0.0,7.0,8.0,0.0,168.0,169.0
541,Ohio,P20002671,Johnson; Gary,18.0,387.0,0.0,1.0,1.0,0.0,12.0,12.0
542,Ohio,P20003984,Stein; Jill,18.0,387.0,0.0,0.0,0.0,0.0,3.0,3.0
543,Ohio,n/a,Duncan; Richard,18.0,387.0,0.0,0.0,0.0,0.0,2.0,2.0
544,Ohio,P60022654,McMullin; Evan,18.0,387.0,0.0,0.0,0.0,0.0,1.0,1.0
545,Ohio,P60021102,Castle; Darrell L.,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
546,Ohio,n/a,Hartnell; Ben,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
547,Ohio,P60022787,Maturen; Michael Andrew,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
548,Ohio,P20005260,Hoefling; Tom,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
549,Ohio,P60009917,Keniston; Chris,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
550,Ohio,P20004511,Kotlikoff; Laurence,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
551,Ohio,P00003962,Schriner; Joe,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
552,Ohio,P60016623,Smith; Mike,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
553,Ohio,n/a,Stroh; Josiah R.,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
554,Ohio,P60004405,Moorehead; Monica,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
555,Ohio,P60018249,Maldonado; Joseph,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
556,Ohio,n/a,Kirschner; Barry,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
557,Ohio,P60007523,Bell; James Jerome,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Ohio,n/a,Jaynes; Bruce E.,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
559,Ohio,P00004861,Bickelmeyer; Michael,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Ohio,P60021656,Thomson; Douglas W.,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Ohio,P60005303,Fox; Cherunda,18.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0
562,Oklahoma,P80001571,Trump; Donald J.,7.0,127.0,7.0,5.0,5.0,127.0,84.0,83.0
563,Oklahoma,P00003392,Clinton; Hillary,7.0,127.0,0.0,2.0,2.0,0.0,36.0,37.0
564,Oklahoma,P20002671,Johnson; Gary,7.0,127.0,0.0,0.0,0.0,0.0,7.0,7.0
565,Oregon,P00003392,Clinton; Hillary,7.0,130.0,7.0,5.0,4.0,130.0,66.0,65.0
566,Oregon,P80001571,Trump; Donald J.,7.0,130.0,0.0,2.0,3.0,0.0,50.0,51.0
567,Oregon,P20002671,Johnson; Gary,7.0,130.0,0.0,0.0,0.0,0.0,6.0,6.0
568,Oregon,n/a,Miscellaneous,7.0,130.0,0.0,0.0,0.0,0.0,5.0,5.0
569,Oregon,P20003984,Stein; Jill,7.0,130.0,0.0,0.0,0.0,0.0,3.0,3.0
570,Pennsylvania,P80001571,Trump; Donald J.,20.0,426.0,20.0,11.0,10.0,426.0,206.0,205.0
571,Pennsylvania,P00003392,Clinton; Hillary,20.0,426.0,0.0,9.0,10.0,0.0,201.0,202.0
572,Pennsylvania,P20002671,Johnson; Gary E.,20.0,426.0,0.0,0.0,0.0,0.0,10.0,10.0
573,Pennsylvania,P20003984,Stein; Jill,20.0,426.0,0.0,0.0,0.0,0.0,3.0,4.0
574,Pennsylvania,n/a,Scattered,20.0,426.0,0.0,0.0,0.0,0.0,3.0,3.0
575,Pennsylvania,P60021102,Castle; Darrell L.,20.0,426.0,0.0,0.0,0.0,0.0,2.0,2.0
576,Pennsylvania,P60022654,McMullin; Evan,20.0,426.0,0.0,0.0,0.0,0.0,1.0,0.0
577,Pennsylvania,P60007168,Sanders; Bernie,20.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0
578,Pennsylvania,P60003670,Kasich; John,20.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Pennsylvania,P60005808,Kahn; Lynn,20.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Rhode Island,P00003392,Clinton; Hillary,4.0,37.0,4.0,3.0,2.0,37.0,21.0,20.0
581,Rhode Island,P80001571,Trump; Donald J.,4.0,37.0,0.0,1.0,2.0,0.0,14.0,15.0
582,Rhode Island,P20002671,Johnson; Gary,4.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0
583,Rhode Island,P20003984,Stein; Jill,4.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0
584,Rhode Island,P60007168,Sanders; Bernie,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Rhode Island,n/a,Scattered,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
586,Rhode Island,P60022654,McMullin; Evan,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
587,Rhode Island,P60003670,Kasich; John,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
588,Rhode Island,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
589,Rhode Island,n/a,Pence; Michael,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
590,Rhode Island,P80003353,Romney; Mitt,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
591,Rhode Island,n/a,Ryan; Paul,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Rhode Island,P80000722,Biden; Joe (Joseph),4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
593,Rhode Island,P80002801,McCain; John,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Rhode Island,P60006723,Rubio; Marco,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Rhode Island,n/a,Brady; Tom (Thomas),4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Rhode Island,n/a,Mouse; Mickey,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Rhode Island,P60008059,Bush; Jeb,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Rhode Island,n/a,"""""""""""""""Christ;"""""""" Jesus """"""",4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
599,Rhode Island,n/a,None of the above,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Rhode Island,P60005915,Carson; Ben,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
601,Rhode Island,P60021102,Castle; Darrell,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Rhode Island,P60006111,Cruz; Ted (Senator),4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Rhode Island,n/a,Powell; Colin,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
604,Rhode Island,P60022787,Maturen; Michael - American Solidarity Party,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
605,Rhode Island,n/a,Obama; Michelle,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
606,Rhode Island,P80004740,Bloomberg; Michael,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Rhode Island,n/a,Rice; Condoleeza,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Rhode Island,n/a,God (Almighty),4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Rhode Island,n/a,Belichek; Bill (William),4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Rhode Island,n/a,Chrisley; Todd,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Rhode Island,n/a,None,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
612,Rhode Island,n/a,Cohen; Ted,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
613,Rhode Island,n/a,Duck; Donald,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Rhode Island,P40003576,Paul; Rand,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
615,Rhode Island,n/a,Supreme; Vermin,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Rhode Island,n/a,Harambe,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Rhode Island,n/a,No Confidence,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Rhode Island,n/a,Lincoln; Abe (Abraham),4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Rhode Island,P80003338,Obama; Barack,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Rhode Island,P60007242,Fiorina; Carly,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Rhode Island,P60012796,Warren; Elizabeth,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Rhode Island,P60008521,Christie; Chris,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Rhode Island,P80000748,Paul; Ron,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Rhode Island,P80003478,Huckabee; Mike,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Rhode Island,P60008075,Chaffee; Lincoln,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Rhode Island,n/a,Fecteau; Matt,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Rhode Island,n/a,Gowdy; Trey,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
628,Rhode Island,P80005572,LaRiva; Gloria,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Rhode Island,n/a,Neuman; Alfred E.,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Rhode Island,n/a,No one,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Rhode Island,n/a,Ventura; Jesse,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Rhode Island,n/a,Anyone Else,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Rhode Island,n/a,Buffett; Jimmy,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Rhode Island,P20005260,Hoefling; Tom,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
635,Rhode Island,n/a,Kaine; Tim,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Rhode Island,n/a,Pope Francis,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
637,Rhode Island,P60008885,Webb; James (Jim),4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
638,Rhode Island,,Williams; Roger,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Rhode Island,P60009917,Kenniston; Chris,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Rhode Island,n/a,Me,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Rhode Island,n/a,N/A,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Rhode Island,n/a,Norton; David,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
643,Rhode Island,P60009198,Nutz; Deez,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Rhode Island,n/a,Roosevelt; Theodore,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
645,Rhode Island,n/a,Abstain,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Rhode Island,n/a,Buffet; Warren,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Rhode Island,n/a,Cooper; Alice,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Rhode Island,n/a,God Help Us,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Rhode Island,n/a,"""""""Healey; Robert (Bob) """"""""Cool Moose""""""""""""""",4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Rhode Island,n/a,Murray; Bill,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Rhode Island,n/a,Reagan; Ronald,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Rhode Island,n/a,Reed; Jack,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Rhode Island,n/a,Unity Love Harmony,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Rhode Island,n/a,Washington; George,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
655,South Carolina,P80001571,Trump; Donald J.,9.0,156.0,9.0,6.0,5.0,156.0,87.0,86.0
656,South Carolina,P00003392,Clinton; Hillary Rodham,9.0,156.0,0.0,3.0,4.0,0.0,63.0,63.0
657,South Carolina,P20002671,Johnson; Gary,9.0,156.0,0.0,0.0,0.0,0.0,4.0,4.0
658,South Carolina,P60022654,McMullin; Evan,9.0,156.0,0.0,0.0,0.0,0.0,1.0,2.0
659,South Carolina,P20003984,Stein; Jill,9.0,156.0,0.0,0.0,0.0,0.0,1.0,1.0
660,South Carolina,P60021102,Castle; Darrell,9.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
661,South Carolina,P60012960,Skewes; Peter,9.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
662,South Dakota,P80001571,Trump; Donald J.,3.0,29.0,3.0,3.0,2.0,29.0,19.0,18.0
663,South Dakota,P00003392,Clinton; Hillary,3.0,29.0,0.0,0.0,1.0,0.0,9.0,9.0
664,South Dakota,P20002671,Johnson; Gary,3.0,29.0,0.0,0.0,0.0,0.0,1.0,2.0
665,South Dakota,P60021102,Castle; Darrell L.,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
666,Tennessee,P80001571,Trump; Donald J.,11.0,214.0,11.0,8.0,7.0,214.0,131.0,130.0
667,Tennessee,P00003392,Clinton; Hillary,11.0,214.0,0.0,3.0,4.0,0.0,74.0,74.0
668,Tennessee,P20002671,Johnson; Gary,11.0,214.0,0.0,0.0,0.0,0.0,6.0,6.0
669,Tennessee,P20003984,Stein; Jill,11.0,214.0,0.0,0.0,0.0,0.0,1.0,2.0
670,Tennessee,P60022654,McMullin; Evan,11.0,214.0,0.0,0.0,0.0,0.0,1.0,1.0
671,Tennessee,P60016623,Smith; Mike,11.0,214.0,0.0,0.0,0.0,0.0,1.0,1.0
672,Tennessee,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",11.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
673,Tennessee,P80005473,Kennedy; Alyson,11.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
674,Tennessee,P60021102,Castle; Darrell L.,11.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
675,Tennessee,P20005260,Hoefling; Tom,11.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
676,Tennessee,n/a,Limbaugh; David,11.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
677,Tennessee,P20004511,Kotlikoff; Laurence,11.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
678,Tennessee,P60005303,Fox; Cherunda,11.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Tennessee,n/a,Schoenke; Marshall,11.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
680,Texas,P80001571,Trump; Donald J.,38.0,844.0,38.0,21.0,20.0,844.0,442.0,441.0
681,Texas,P00003392,Clinton; Hillary,38.0,844.0,0.0,16.0,17.0,0.0,364.0,365.0
682,Texas,P20002671,Johnson; Gary,38.0,844.0,0.0,1.0,1.0,0.0,27.0,27.0
683,Texas,P20003984,Stein; Jill,38.0,844.0,0.0,0.0,0.0,0.0,7.0,7.0
684,Texas,P60022654,McMullin; Evan,38.0,844.0,0.0,0.0,0.0,0.0,4.0,4.0
685,Texas,P60021102,Castle; Darrell L.,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
686,Texas,P60022787,Maturen; Michael A.,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
687,Texas,P20004511,Kotlikoff; Laurence,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
688,Texas,P20005260,Hoefling; Tom,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
689,Texas,n/a,Valdivia; Tony,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
690,Texas,P60023207,Cubbler; Scott,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
691,Texas,n/a,Morrow; Robert,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
692,Texas,P60004405,Moorehead; Monica,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
693,Texas,P60018017,Soltysik; Emidio,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
694,Texas,n/a,Steffes; Dale,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Texas,n/a,Lee; Jonathan,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
696,Texas,P60005303,Fox; Cherunda,38.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0
697,Utah,P80001571,Trump; Donald J.,6.0,94.0,6.0,4.0,3.0,94.0,44.0,43.0
698,Utah,P00003392,Clinton; Hillary Rodham,6.0,94.0,0.0,1.0,2.0,0.0,25.0,26.0
699,Utah,P60022654,McMullin; Evan,6.0,94.0,0.0,1.0,1.0,0.0,20.0,20.0
700,Utah,P20002671,Johnson; Gary,6.0,94.0,0.0,0.0,0.0,0.0,3.0,3.0
701,Utah,P20003984,Stein; Jill,6.0,94.0,0.0,0.0,0.0,0.0,1.0,1.0
702,Utah,P60021102,Castle; Darrell L.,6.0,94.0,0.0,0.0,0.0,0.0,1.0,1.0
703,Utah,P60009875,Giordani; Rocky,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
704,Utah,P60016342,"""""""de la Fuente; """"""""Rocky"""""""" Roque""""""",6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
705,Utah,P60004405,Moorehead; Monica,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
706,Utah,P80005473,Kennedy; Alyson,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
707,Utah,P60016623,Smith; Mike,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
708,Utah,P60009602,Baird; Dustin,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
709,Utah,P20004511,Kotlikoff; Laurence,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
710,Utah,P20005260,Hoefling; Tom,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
711,Utah,P60015351,Basiago; Andrew D.,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
712,Utah,P60018017,Soltysik; Emidio,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
713,Utah,P60020757,Buchanan; Robert L.,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
714,Utah,n/a,Burton; Jamin,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
715,Utah,P20002630,"""""""Tittle; Sheila """"""""Samm""""""""""""""",6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
716,Utah,n/a,Valdivia; Tony,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
717,Vermont,P00003392,Clinton; Hillary,3.0,23.0,3.0,3.0,2.0,23.0,14.0,13.0
718,Vermont,P80001571,Trump; Donald J.,3.0,23.0,0.0,0.0,1.0,0.0,6.0,7.0
719,Vermont,P60007168,Sanders; Bernie,3.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0
720,Vermont,P20002671,Johnson; Gary,3.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0
721,Vermont,P20003984,Stein; Jill,3.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0
722,Vermont,n/a,Scattered,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Vermont,P60016342,De La Fuente; Rocky,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Vermont,P60003670,Kasich; John,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
725,Vermont,P60022654,McMullin; Evan,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
726,Vermont,P80005572,La Riva; Gloria,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
727,Vermont,n/a,Pence; Michael R.,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Vermont,n/a,No Name,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
729,Vermont,n/a,Ryan; Paul,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Vermont,P80003353,Romney; Mitt,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
731,Vermont,P60006723,Rubio; Marco,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Vermont,P60008059,Bush; Jeb,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
733,Vermont,P80002801,McCain; John,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Vermont,n/a,Douglas; Jim,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
735,Vermont,P60021102,Castle; Darryll,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
736,Vermont,P60006111,Cruz; Ted,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Vermont,P60005915,Carson; Ben,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Vermont,P80000722,Biden; Joe,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
739,Vermont,P40003576,Paul; Rand,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
740,Vermont,P80000748,Paul; Ron,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Vermont,n/a,Powell; Colin,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
742,Vermont,P80004740,Bloomberg; Michael,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
743,Vermont,n/a,Rice; Condoleeza,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
744,Vermont,n/a,Gabard; Tulsi,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Vermont,n/a,Obama; Michelle,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Vermont,P60022787,Maturen; Michael,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
747,Vermont,P60012796,Warren; Elizabeth,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
748,Vermont,n/a,Epstein; Theo,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Vermont,P60007242,Fiorina; Carly,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
750,Vermont,P80003478,Huckabee; Mike,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Vermont,n/a,Supreme; Vermin,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
752,Vermont,n/a,Brady; Tom,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
753,Vermont,P80003338,Obama; Barack,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
754,Vermont,n/a,Ortiz; David,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
